shot_id,camera,latitude,longitude,yaw,capture,segment,utc_time,image_file
9724757,0,35.298504192700875,-120.65627616241244,123.4896955047549,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555223000,images/9724757_cam0.jpg
9724757,1,35.298504192700875,-120.65627616241244,123.4896955047549,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555223000,images/9724757_cam1.jpg
9724757,2,35.298504192700875,-120.65627616241244,123.4896955047549,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555223000,images/9724757_cam2.jpg
9724758,0,35.29849402124181,-120.65629452381395,123.50453987549318,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555224000,images/9724758_cam0.jpg
9724758,1,35.29849402124181,-120.65629452381395,123.50453987549318,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555224000,images/9724758_cam1.jpg
9724758,2,35.29849402124181,-120.65629452381395,123.50453987549318,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555224000,images/9724758_cam2.jpg
9724759,0,35.29848143107604,-120.6563104642712,138.55428343746848,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555225000,images/9724759_cam0.jpg
9724759,1,35.29848143107604,-120.6563104642712,138.55428343746848,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555225000,images/9724759_cam1.jpg
9724759,2,35.29848143107604,-120.6563104642712,138.55428343746848,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555225000,images/9724759_cam2.jpg
9724760,0,35.29847432891917,-120.6563160238772,118.2363342502287,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555229000,images/9724760_cam0.jpg
9724760,1,35.29847432891917,-120.6563160238772,118.2363342502287,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555229000,images/9724760_cam1.jpg
9724760,2,35.29847432891917,-120.6563160238772,118.2363342502287,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555229000,images/9724760_cam2.jpg
9724763,0,35.29847215151048,-120.65631796902936,131.36543959148227,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555274000,images/9724763_cam0.jpg
9724763,1,35.29847215151048,-120.65631796902936,131.36543959148227,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555274000,images/9724763_cam1.jpg
9724763,2,35.29847215151048,-120.65631796902936,131.36543959148227,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555274000,images/9724763_cam2.jpg
9724764,0,35.29846162550903,-120.65633013429643,126.49922719474367,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555292000,images/9724764_cam0.jpg
9724764,1,35.29846162550903,-120.65633013429643,126.49922719474367,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555292000,images/9724764_cam1.jpg
9724764,2,35.29846162550903,-120.65633013429643,126.49922719474367,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555292000,images/9724764_cam2.jpg
9724766,0,35.29846645252998,-120.65632568602419,129.76153757275043,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555321000,images/9724766_cam0.jpg
9724766,1,35.29846645252998,-120.65632568602419,129.76153757275043,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555321000,images/9724766_cam1.jpg
9724766,2,35.29846645252998,-120.65632568602419,129.76153757275043,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555321000,images/9724766_cam2.jpg
9724767,0,35.29847003704766,-120.65632286071686,128.0267092914875,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555337000,images/9724767_cam0.jpg
9724767,1,35.29847003704766,-120.65632286071686,128.0267092914875,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555337000,images/9724767_cam1.jpg
9724767,2,35.29847003704766,-120.65632286071686,128.0267092914875,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555337000,images/9724767_cam2.jpg
9724770,0,35.29846675286861,-120.6563222055471,123.6745878951355,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555356000,images/9724770_cam0.jpg
9724770,1,35.29846675286861,-120.6563222055471,123.6745878951355,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555356000,images/9724770_cam1.jpg
9724770,2,35.29846675286861,-120.6563222055471,123.6745878951355,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555356000,images/9724770_cam2.jpg
9724771,0,35.29846019577169,-120.65633522911367,106.74862342820389,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555359000,images/9724771_cam0.jpg
9724771,1,35.29846019577169,-120.65633522911367,106.74862342820389,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555359000,images/9724771_cam1.jpg
9724771,2,35.29846019577169,-120.65633522911367,106.74862342820389,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555359000,images/9724771_cam2.jpg
9724772,0,35.29845402513388,-120.65634869528725,120.05047516918005,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555361000,images/9724772_cam0.jpg
9724772,1,35.29845402513388,-120.65634869528725,120.05047516918005,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555361000,images/9724772_cam1.jpg
9724772,2,35.29845402513388,-120.65634869528725,120.05047516918005,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555361000,images/9724772_cam2.jpg
9724773,0,35.29844210008172,-120.656362200981,122.55301552796497,gc_38709_tbc_2024-09-06_4-53-07_demo,driving,1725555363000,images/9724773_cam0.jpg
